text,labels
매우 매끄럽다,Happiness
매우 매끈하게,Happiness
매우 멀끔하다,Love
매우 멋없이,Anger
매우 멍한,Anger
매우 메스껍고,Anger
매우 메스껍다,Anger
매우 모질고,Anger
매우 못된,Anger
매우 못마땅해하면서,Anger
매우 못마해하면서,Anger
매우 미끄러운,Happiness
매우 미끄럽다,Happiness
매우 미덥지,Anger
매우 미련하고,Anger
매우 밉살스러운,Anger
매우 밝고,Love
매우 방정맞게,Anger
매우 보드라운,Love
매우 보드랍게,Love
매우 보드랍고,Love
매우 보드랍다,Love
매우 복잡하게,Anger
매우 부드러운,Love
매우 부드럽게,Love
매우 부드럽고,Love
매우 부드럽다,Love
매우 부산한,Anger
매우 분명한,Love
매우 비굴하게,Anger
매우 비속하게,Anger
매우 빤빤스럽고,Anger
매우 뻔뻔스럽고,Anger
매우 뽀얀,Happiness
매우 사랑하고,Love
매우 상냥하고,Love
매우 상서로운,Love
매우 상서롭다,Love
매우 생기가,Happiness
매우 서먹서먹하게,Anger
매우 설레거나,Love
매우 섬세하고,Love
매우 성기게,Anger
매우 소란스럽게,Anger
매우 소스라치게,Anger
매우 소중하게,Love
매우 수더분하거나,Anger
매우 시끄럽고,Anger
매우 신경질적으로,Anger
매우 심한,Anger
매우 심함을,Anger
매우 씩씩하고,Love
매우 아담하고,Love
매우 아름다운,Love
매우 아름다움,Love
매우 아름답게,Love
매우 아름답고,Love
매우 아름답다,Love
매우 안타깝게,Anger
매우 알짤지근하다,Anger
매우 알짤지근한,Anger
매우 앙큼하다,Happiness
매우 애를,Anger
매우 애통할,Anger
매우 약한,Anger
매우 얄밉게,Anger
매우 어려운,Anger
매우 어리석고,Anger
매우 어리석은,Anger
매우 어수선하게,Anger
매우 어수선하다,Anger
매우 어지러우며,Anger
매우 어지럽게,Anger
매우 어질고,Love
매우 어찔어찔한,Anger
매우 엉성하고,Anger
매우 엉성한,Anger
매우 여유로운,Love
매우 온전하게,Love
매우 온전하다,Love
매우 옹졸하고,Anger
매우 요란스럽게,Anger
매우 요란하게,Anger
매우 용감하고,Love
매우 우락부락하고,Anger
매우 우물쭈물하다,Anger
매우 우악스러운,Anger
매우 원만하다,Love
매우 원만한,Love
매우 위태롭거나,Anger
매우 위태하여,Anger
매우 익살맞다,Love
매우 인색한,Anger
매우 자리자리한,Anger
매우 잘된,Love
매우 저린,Anger
매우 절면서,Anger
매우 정겹고,Love
매우 정답게,Love
매우 정돈되어,Love
매우 조심스러움,Neutral
매우 조심스럽게,Neutral
매우 좁음을,Sadness
매우 좋다,Love
매우 좋아지다,Love
매우 좋음,Love
매우 중요하고,Love
매우 즐거운,Love
매우 즐겁고,Love
매우 추운,Anger
매우 치사하고,Anger
매우 포근하게,Love
매우 포근하고,Love
매우 푸근하게,Love
매우 필요하고,Love
매우 허전하고,Anger
매우 허전하다,Anger
매우 허전한,Anger
매우 화려하고,Love
매우 후련하다,Love
매우 후련한,Love
매우 훌륭하게,Love
매우 훌륭한,Happiness
매우 훤하고,Love
매우 흉하게,Anger
매우 흐리멍덩하다,Anger
매우 흐리멍덩한,Anger
매우 흐뭇하고,Love
매우 흥이,Love
매우 힘들게,Anger
매우 힘없이,Anger
매질을,Anger
매질을 하고,Anger
매질을 하다,Anger
맥박이 미약한,Sadness
맥박이 약하고,Sadness
맥없게,Anger
맥없는,Anger
맥없이,Anger
맥없이 느리게,Anger
맥없이 주저앉거나,Anger
맥없이 폭,Anger
맥이 빠져,Anger
맥이 풀려,Anger
맥이 풀리거나,Anger
맥이 풀리다,Anger
맥이 풀림,Anger
맵시 있고,Love
맵시가 있게,Love
맵시가 있는,Love
맵시가 있다,Love
맵짜게,Sadness
맵짜게 쏘아붙이는,Sadness
맵짜다,Sadness
맹세하다,Happiness
맺힌 노여움,Anger
머리가,Neutral
머리가 둔한 사람을,Sadness
머리가 몹시 어지러워,Anger
머리가 몹시 울리고,Anger
머리가 세다,Sadness
머리가 아픈,Anger
머리가 어지러워서,Sadness
머리가 어지럽고,Sadness
머뭇거리거나,Sadness
머뭇거리게,Sadness
머뭇거리게 되다,Sadness
머뭇거리는,Sadness
머뭇거리는 결점,Sadness
머뭇거리는 모양,Sadness
머뭇거리다,Sadness
머뭇거리며,Sadness
머뭇대다,Sadness
머뭇머뭇하거나,Sadness
머뭇머뭇하는,Sadness
머뭇머뭇하는 모양,Sadness
머뭇하다,Sadness
머저리,Anger
먹기 싫은,Anger
먹을 수 없게,Sadness
먹음새가 좋아서,Happiness
먹지 못하는,Sadness
먹튀,Sadness
먼지,Sadness
먼지 따위가,Sadness
멀건,Sadness
멀건 모양,Sadness
멀겋게,Sadness
멀겋다,Sadness
멀끔하게,Love
멀끔하게 번듯이,Love
멀끔하다,Love
멀끔한,Love
멀끔한 모양,Love
멀끔히,Love
멀끔히 가다듬어,Love
멀리하다,Sadness
멀리함,Sadness
멀쑥하게,Happiness
멀쑥하다,Happiness
멀쑥한,Happiness
멀쑥한 모양,Happiness
멀어진 듯한,Sadness
멀쩡하다,Happiness
멈칫하거나,Sadness
멋,Love
멋들어지게,Love
멋들어지게 부드럽고,Happiness
멋스러운,Love
멋스러운 경치를,Love
멋스럽다,Love
멋없다,Anger
멋없이,Anger
멋없이 가볍게,Sadness
멋없이 걷는,Anger
멋없이 까다롭게,Anger
멋없이 까다롭다,Anger
멋없이 우쭐하는,Anger
멋없이 우쭐하다,Anger
멋없이 행동하는,Anger
멋없이 행동하다,Anger
멋없이 흔들리는,Anger
멋없이 흔들리다,Anger
멋을,Love
멋이 없다,Anger
멋이 있는,Love
멋이 있다,Love
멋이나,Love
멋있거나,Love
멋있는,Love
멋있다,Love
멋쟁이,Love
멋지게,Love
멋지고,Love
멋지고 부드러운,Love
멋지고 훌륭한,Love
멋지다,Love
멋진,Happiness
멋쩍거나,Sadness
멋쩍고,Sadness
멋쩍다,Sadness
멋쩍은,Sadness
멋쩍은 사람,Sadness
멋쩍음,Sadness
멍청이,Anger
멍청하거나,Anger
멍청하고,Anger
멍청하다,Anger
멍청한,Anger
멍청한 모양,Anger
멍청한 사람,Anger
멍청한 정도로,Anger
멍하고,Sadness
멍하고 앞이,Sadness
멍한,Sadness
멍한 모양,Sadness
멍한 상태로,Sadness
메말라,Anger
메스꺼움,Anger
메스꺼워,Anger
메스꺼워 구역질이,Anger
메스꺼워 토하며,Anger
메스껍고,Anger
메스껍고 느끼하다,Anger
메스껍고 느끼해지다,Anger
메스껍다,Anger
메슥메슥하여,Anger
메슥메슥한,Anger
메슥메슥한 느낌이,Anger
멘붕,Anger
면색여토하다,Anger
면직을,Sadness
면직을 당하다,Sadness
멸망시키다,Anger
멸망함,Anger
멸명되다,Anger
멸시,Anger
멸시감,Anger
멸시당하는,Anger
멸시당하는 느낌,Anger
멸시되다,Anger
멸시하거나,Anger
멸시하다,Anger
멸여,Anger
멸여되다,Anger
멸여하다,Anger
명랑하고,Love
명랑하고 천진하게,Love
명랑하다,Love
명량하고,Love
명량하다,Love
명량한,Love
명령을 거짓으로,Sadness
명망을 잃거나,Anger
명망을 잃다,Anger
명망을 잃음,Anger
명망이 높은,Love
명백하지 않은,Sadness
명복을 빌고,Happiness
명복을 빌다,Happiness
명성,Love
명성이 높다,Sadness
명예,Love
명예 훼손,Anger
명예로운,Love
명예롭다,Happiness
명예롭지 못한,Anger
명예훼손,Sadness
명존세,Anger
명쾌하다,Love
명쾌한,Happiness
명쾌함,Happiness
모두 잃거나,Anger
모두 지쳐,Anger
모략,Sadness
모르거나,Sadness
모르게 없어져,Sadness
모르는,Sadness
모르는 듯하다,Sadness
모르는 모양,Sadness
모르는 사람,Sadness
모르는 체하다,Sadness
모르는 체하며,Sadness
모르는 체함,Sadness
모범으로,Love
모범으로 삼아,Love
모범이 될,Love
모순,Sadness
모순되다,Sadness
모순된,Sadness
모순된 것을,Sadness
모순을 초월한,Happiness
모시,Sadness
모양,Neutral
모양새가 밉살스러운,Sadness
모양이 꼼꼼하고,Happiness
모양이 아름다워,Love
모양이 흉하게,Anger
모양이 흉하고,Anger
모여 수선스럽게,Sadness
모욕,Anger
모욕을,Anger
모욕을 당하거나,Anger
모자라 아쉽거나,Sadness
모자라거나,Sadness
모자라거나 낮다,Sadness
모자라거나 없어서,Sadness
모자라게 되다,Sadness
모자라기는,Sadness
모자라는,Sadness
모자라는 듯하다,Sadness
모자라는 상태를,Sadness
모자라다,Sadness
모자라서,Sadness
모자라서 안타깝고,Sadness
모자란,Sadness
모자란 듯하다,Sadness
모자란 듯한,Sadness
모자람이 없을,Happiness
모자람이 없이,Happiness
모조리 뒤지어 훔치다,Sadness
모조리 파괴되어,Anger
모조리 파괴하여,Anger
모조리 훔치거나,Anger
모진,Anger
모진 고통을,Anger
모질게,Anger
모질고,Anger
모질고 억세다,Anger
모질고 잔인한,Anger
모질다,Anger
모짊,Anger
모호하거나,Sadness
모호하게,Sadness
모호하게 하다,Sadness
모호하다,Sadness
모호하여,Sadness
목구멍에 걸려,Anger
목구멍이 헐어서,Sadness
목소리가 쉰,Sadness
목숨을 끊다,Anger
목숨이 거의 다 되어,Anger
목숨이 거의 다 된 생태,Anger
목숨이 얼마 남지 않은,Anger
목숨이 위태로울,Anger
목이 마르고,Sadness
목이 뻣뻣해지기도,Sadness
목이 잠기는,Sadness
목이 텁텁하여,Sadness
목적을 달성한,Love
목적을 이룸,Love
몰래,Sadness
몰래 가지다,Sadness
몰래 사고파는,Sadness
몰래 삼,Sadness
몰래 팖,Sadness
몰래 훔치거나,Sadness
몰래 훔치다,Sadness
몰래 훔침으로써,Sadness
몰아대거나,Sadness
몰아대다,Sadness
몰아붙이듯이,Anger
몰아붙이듯이 공격하다,Anger
몰아세우다,Sadness
몰아쳐서,Anger
몰인정,Sadness
몸가짐을 점잖고,Love
몸가짐이 의젓하고,Happiness
몸보신하다,Happiness
몸살,Sadness
몸살나다,Anger
몸에 부스럼이나,Sadness
몸을 가누지 못함,Sadness
몸을 깜찍하게,Happiness
몸을 단련하거나,Happiness
몸을 더럽히다,Anger
몸을 뒤척거리다,Sadness
몸을 보하는,Happiness
몸을 움츠리는,Sadness
몸을 움츠린다는,Sadness
몸을 움츠림을,Sadness
몸을 조리함,Happiness
몸을 튼튼하게,Love
몸이 거북하다,Anger
몸이 건강하고,Love
몸이 굳어지다,Sadness
몸이 떨리는,Sadness
몸이 불편하거나,Anger
몸이 불편하다,Anger
몸이 불편하여,Anger
몸이 불편함,Anger
몸이 붓고,Sadness
몸이 붓는,Sadness
몸이 뻐근하게,Sadness
몸이 실하고,Love
몸이 야위는,Sadness
몸이 야위어,Sadness
몸이 약하거나,Sadness
몸이 약하여,Sadness
몸이 약하여서,Sadness
몸이 약하여져서,Sadness
몸이 여위게,Sadness
몸이 여위고,Sadness
몸이 여위어,Sadness
몸이 움츠러들거나,Sadness
몸이 지쳐,Sadness
몸이 참,Sadness
몸이 허약하여,Sadness
몸이 회복되다,Love
몸져눕게,Anger
몸져눕게 만들다,Anger
몸져눕는,Anger
몸져눕는 상태가,Anger
몸짱,Happiness
몹시 가난하고,Anger
몹시 가난하여,Anger
몹시 가난한,Anger
몹시 가렵고,Anger
몹시 가쁘고,Anger
몹시 갑갑하고,Anger
몹시 거북스럽게,Anger
몹시 거북하거나,Anger
몹시 거칠게,Anger
몹시 거칠고,Anger
몹시 거칠다,Anger
몹시 거칠어,Anger
몹시 겁을,Anger
몹시 게으름을,Anger
몹시 경망스럽게,Anger
몹시 고단하다,Anger
몹시 고단하여,Anger
몹시 고생스러운,Anger
몹시 고통을,Anger
몹시 괴로운,Anger
몹시 괴롭고,Anger
몹시 괴롭다,Anger
몹시 괴롭히거나,Anger
몹시 구속하다,Anger
몹시 군색함,Anger
몹시 군소리를,Anger
몹시 굳은,Anger
몹시 굼뜨고,Anger
몹시 궁하고,Anger
몹시 귀찮게,Anger
몹시 귀찮아하도록,Anger
몹시 긴장하거나,Anger
몹시 까불어서,Anger
몹시 까칠하다,Anger
몹시 꺼불다,Anger
몹시 꺼칠하다,Anger
몹시 끌리도록,Happiness
몹시 난처하거나,Anger
몹시 낡고,Anger
몹시 노엽거나,Anger
몹시 노하여,Anger
몹시 놀라,Anger
몹시 놀라거나,Anger
몹시 느리고,Anger
몹시 답답하고,Anger
몹시 답답한,Anger
몹시 대단하고,Love
몹시 더듬는,Anger
몹시 더러운,Anger
몹시 더러워진,Anger
몹시 더럽고,Anger
몹시 더럽다,Anger
몹시 더운,Anger
몹시 두려워서,Anger
몹시 두렵고,Anger
몹시 뒤엉키어,Anger
몹시 따뜻하다,Love
몹시 딱하고,Anger
몹시 뜨거운,Anger
몹시 뜨겁다,Anger
몹시 만족스러운,Love
몹시 많거나,Love
몹시 멋없이,Anger
몹시 메스꺼워,Anger
몹시 못마땅하거나,Anger
몹시 못살게,Anger
몹시 무덥고,Anger
몹시 무서운,Anger
몹시 무섭거나,Anger
몹시 무질서하게,Anger
몹시 미련하거나,Anger
몹시 미련하고,Anger
몹시 미련한,Anger
몹시 미움을,Anger
몹시 바쁘게,Anger
몹시 반드러운,Love
몹시 반드럽다,Love
몹시 버릇없이,Anger
몹시 번드럽다,Love
몹시 분하거나,Anger
몹시 분하고,Anger
몹시 분하여,Anger
몹시 불평스럽게,Anger
몹시 비굴하게,Anger
몹시 사나운,Anger
몹시 사납다,Anger
몹시 사랑스럽다,Love
몹시 사랑하거나,Love
몹시 사랑하고,Love
몹시 살기,Anger
몹시 상하다,Anger
몹시 상한,Anger
몹시 상함,Anger
몹시 샐그러뜨리며,Anger
몹시 샘바르고,Anger
몹시 서두르며,Anger
몹시 설레어,Love
몹시 성을,Anger
몹시 소란하고,Anger
몹시 소모되어,Anger
몹시 수척하다,Anger
몹시 쉬거나,Anger
몹시 슬퍼하면서,Anger
몹시 슬프게,Anger
몹시 슬프고,Anger
몹시 시끄럽고,Anger
몹시 시끄럽다,Anger
몹시 시들한,Anger
몹시 시장하거나,Anger
몹시 시큰둥한,Anger
몹시 싫어하는,Anger
몹시 싫어하여,Anger
몹시 싫어함을,Anger
몹시 심하게,Anger
몹시 심하여,Anger
몹시 심한,Anger
몹시 싱겁게,Anger
몹시 싸늘한,Anger
몹시 쑤시고,Anger
몹시 쓰리고,Anger
몹시 씁쓰레하게,Anger
몹시 아끼고,Love
몹시 아니꼽다,Anger
몹시 아리고,Anger
몹시 아쉽다,Anger
몹시 아프거나,Anger
몹시 아프게,Anger
몹시 아프고,Anger
몹시 아픈,Anger
몹시 악독하게,Anger
몹시 악한,Anger
몹시 안타깝게,Anger
몹시 앓는,Anger
몹시 앓다,Anger
몹시 앓음,Anger
몹시 암상스럽게,Anger
몹시 애를,Anger
몹시 애쓰다,Anger
몹시 야무지고,Love
몹시 야위고,Anger
몹시 야윈,Anger
몹시 약하여지는,Anger
몹시 어긋나고,Anger
몹시 어려운,Anger
몹시 어색하거나,Anger
몹시 어수선하게,Anger
몹시 어수선하다,Anger
몹시 어수선한,Anger
몹시 어지러워,Anger
몹시 어지럽고,Anger
몹시 억누르는,Anger
몹시 억누르다,Anger
몹시 억울하거나,Anger
몹시 언짢거나,Anger
몹시 얼떨떨하다,Anger
몹시 얽은,Anger
몹시 여윈,Anger
몹시 외로워하다,Anger
몹시 요망스럽게,Anger
몹시 우물거리며,Anger
몹시 우물쭈물하는,Anger
몹시 우직스럽게,Anger
몹시 울렁거리는,Anger
몹시 울렁거리다,Anger
몹시 원망스럽고,Anger
몹시 원망하듯,Anger
몹시 위태로움,Anger
몹시 자지러지게,Anger
몹시 즐겨서,Love
몹시 즐기는,Love
몹시 지저분하게,Anger
몹시 지쳐,Anger
몹시 지쳐서,Anger
몹시 지치거나,Anger
몹시 지친,Anger
몹시 찡그리다,Anger
몹시 참혹함을,Anger
몹시 초라하다,Anger
몹시 취하여,Anger
몹시 침침해지다,Anger
몹시 탄식하다,Anger
몹시 피곤하거나,Anger
몹시 피로하여,Anger
몹시 하찮고,Anger
몹시 해지거나,Anger
몹시 허둥거리는,Anger
몹시 허약할,Anger
몹시 허약해진,Anger
몹시 허전하다,Anger
몹시 허전한,Anger
몹시 호된,Anger
몹시 화가,Anger
몹시 화나게,Anger
몹시 화를,Anger
몹시 흉악하게,Anger
몹시 흉악하다,Anger
몹시 흉악한,Anger
몹시 흉악함,Anger
몹시 흉하거나,Anger
몹시 흐려지다,Anger
몹시 흐리멍덩하게,Anger
몹시 흥분하거나,Anger
몹시 희다,Neutral
몹시 힘겹게,Anger
몹시 힘들거나,Anger
몹쓸,Anger
몹쓸 행동을,Anger
못,Neutral
못 가누다,Sadness
못 견디게,Anger
못 견디다,Anger
못 되다,Anger
못 되도록,Anger
못 미쳐,Sadness
못 쓰게,Sadness
못 하게,Sadness
못 하게 하다,Sadness
못 하다,Sadness
못나게,Anger
못나고,Anger
못난,Anger
못난 사람,Anger
못난 사람을,Anger
못난 사람의,Anger
못난 사람이나,Sadness
못난 수단,Anger
못난 짓,Anger
못난이,Anger
못남,Anger
못났다,Anger
못되게,Anger
못되게 굴어,Anger
못된,Anger
못된 꾀,Anger
못된 꾀로,Anger
못된 사람을,Anger
못된 사람이나,Anger
못된 성품을,Anger
못된 일에,Anger
못된 일을,Anger
못된 입,Anger
못된 장난을,Anger
못된 짓,Anger
못된 짓을,Anger
못마땅하거나,Anger
못마땅하게,Anger
못마땅하게 노려보다,Anger
못마땅하게 여겨,Anger
못마땅하게 여기는,Anger
못마땅하게 여기다,Anger
못마땅하게 여기어,Anger
못마땅하게 여김,Anger
못마땅하게 여김을,Anger
못마땅하다,Anger
못마땅하며,Anger
못마땅하여,Anger
못마땅하여 군소리를,Anger
못마땅하여 기분이,Anger
못마땅하여 시들하다,Anger
못마땅하여서 내는,Anger
못마땅한,Anger
못마땅한 것을,Anger
못마땅한 것이,Anger
못마땅한 사람이나,Anger
못마땅할,Anger
못마땅할 때,Anger
못마땅할 때에,Anger
못마땅해하면서,Anger
못살게,Anger
못살게 구는,Anger
못살게 군다는,Anger
못살게 굴거나,Anger
못살게 굴다,Anger
못살게 굴며,Anger
못생겨서,Anger
못생겨서 흉하게,Anger
못생겼다,Anger
못생기다,Anger
못생긴,Sadness
못생김,Anger
못하거나,Anger
못하게,Anger
못하게 되다,Anger
못하게 망치다,Anger
못하게 방해하다,Anger
못하게 하다,Anger
못하겠다고,Anger
못하겠다고 버티다,Anger
못하고,Anger
못하고 나쁘다,Anger
못하고 몸져눕는,Anger
못하고 실없이,Anger
못하고 어물어물하다,Anger
못하고 엉성하고,Anger
못하고 쪼들리게,Anger
못하고 허술한,Anger
못하고 희미하게,Sadness
못하는 결점,Anger
못하는 모양,Sadness
못하는 상태,Sadness
못하는 상태가,Anger
못하는 상태로,Sadness
못하다,Anger
못하던,Sadness
못하던 일,Sadness
못하도록,Sadness
못하도록 억지로,Anger
못하여,Sadness
못하여 당하다,Anger
못하여 순진하고,Sadness
못하여 안타깝다,Anger
못하여 어수선하고,Anger
못한,Sadness
못한 데가,Anger
못한 상태이다,Anger
못한 자는,Sadness
못한 형편을,Anger
못할 만큼,Sadness
못할 만한,Sadness
못함을,Sadness
몽땅 빼앗거나,Anger
몽땅 없애다,Anger
무가치,Sadness
무가치하고,Anger
무가치하고 무의미하게,Anger
무거운 걸음으로,Anger
무거운 기운이,Anger
무거운 발걸음으로,Anger
무거운 분위기나,Anger
무겁거나 하여,Sadness
무겁고 투박하다,Anger
무겁다,Sadness
무게 있게,Happiness
무게가 있게,Happiness
무게가 있는,Happiness
무게가 있다,Happiness
무관심,Sadness
무관심하다,Anger
무관심한,Sadness
무궁무진하다,Happiness
무기력,Anger
무기력하다,Sadness
무기력한,Anger
무기력함,Sadness
무너뜨리다,Anger
무너지게,Anger
무너지게 하다,Anger
무너지는,Anger
무너지는 소리가,Anger
무너지다,Anger
무너짐,Anger
무뇌충,Anger
무능력,Sadness
무능하다,Sadness
무능한,Sadness
무단 결석,Anger
무단결석,Anger
무더위로,Anger
무디다,Anger
무뚝뚝하다,Sadness
무량한 마음을,Happiness
무례하다,Anger
무례한,Anger
무례한 것으로,Anger
무례한 데가,Anger
무례한 사람을,Anger
무례함,Anger
무료로,Happiness
무르게 생긴,Sadness
무르고 부드러운,Happiness
무르고 부드럽다,Happiness
무릎이 시리고,Sadness
무리에서 기피되어,Sadness
무리에서 기피하여,Sadness
무리하게,Sadness
무리하다,Sadness
무모하다,Sadness
무모한,Sadness
무분별한,Anger
무사히,Happiness
무서운,Anger
무서운 꿈에,Anger
무서운 느낌이,Anger
무서운 말이나,Anger
무서운 사람,Anger
무서울,Anger
무서울 정도로,Anger
무서움,Anger
무서움 때문에,Anger
무서움을,Anger
무서움을 느낄,Anger
무서워,Anger
무서워서,Anger
무서워서 간신히,Anger
무서워서 지르는,Anger
무서워하는,Anger
무서워하는 증상,Anger
무서워하여,Anger
무섭거나,Anger
무섭거나 놀라서,Anger
무섭거나 두려운,Anger
무섭거나 아파서,Anger
무섭거나 징그러울,Anger
무섭거나 차가움을,Anger
무섭거나 추워서,Anger
무섭고,Anger
무섭고 끔찍하다,Anger
무섭고 끔찍한,Anger
무섭고 두려워서,Anger
무섭기까지,Anger
무섭다,Anger
무시당하다,Anger
무시하다,Sadness
무안을,Anger
무안을 당하거나,Anger
무안을 당하다,Anger
무안하거나,Anger
무안하고,Anger
무안하고 부끄럽게,Anger
무안하고 부끄럽다,Anger
무엇에 얽매여서,Sadness
무엇을 바라거나,Happiness
무엇을 보고도 제대로 알지 못하는 사람,Anger
무엇을 융통하거나,Happiness
무엇을 잃거나,Anger
무엇을 좋아하여,Love
무엇을 토하다,Sadness
무엇이 훌륭하거나,Love
무용적 조화와,Happiness
무의미하게,Anger
무의미하다,Anger
무의미한,Sadness
무의미한 말이나,Sadness
무의하다,Anger
무자비하다,Anger
무자비한,Sadness
무정한,Anger
무정한 행동이나,Anger
무지근한,Sadness
무지근한 증상이,Sadness
무지러져서,Sadness
무지하고,Anger
무지하고 포악하며,Anger
무지하고 하찮은,Anger
무질서하게,Anger
무질서하게 고부라져,Anger
무질서하게 몰려드는,Anger
무질서하게 부러지거나,Anger
무질서하게 일어나는,Anger
무질서하고,Anger
무질서한,Anger
무질서한 정치,Anger
무책임,Anger
무책임하다,Anger
무탈하다,Love
무편무당하다,Happiness
무한이기주의,Sadness
무해하다,Love
무해한,Happiness
무형적 손해를,Sadness
무효로,Sadness
무효로 하다,Sadness
무효로 함,Sadness
문드러져,Sadness
문드러지다,Sadness
문란하게,Anger
문란하여진,Sadness
문란하여진 법도,Sadness
문맹,Sadness
문맹 상태를,Sadness
문제 삼아,Sadness
문제의 아름다움과,Love
문체가 화려하게,Happiness
문학에 뛰어나고,Love
물건 따위를 아끼지 아니하고,Sadness
물건을 훔쳐,Anger
물건을 훔치거나,Sadness
물건을 훔치는,Sadness
물건을 훔치려고,Anger
물건을 훔친다는,Anger
물건이 귀엽게,Love
물러나다,Sadness
물러서거나,Sadness
물리거나,Sadness
물리거나 지루해져서,Sadness
물리거나 질리다,Sadness
물리거나 질림,Sadness
물어 주다,Sadness
물어뜯거나,Sadness
물에 빠져,Sadness
물이 맑고,Happiness
물이 오르다,Happiness
물정에 밝은,Happiness
물질대사가 안되어,Sadness
물질적인 이득이나,Love
물집,Sadness
뭇사람을 구제함,Happiness
뭐서워서 자꾸,Anger
므흣하다,Happiness
미개하다,Sadness
미개하여,Anger
미개한,Anger
미끄러운,Happiness
미끄러운 모양,Happiness
미끈하다,Happiness
미덥지,Neutral
미덥지 못하게,Anger
미덥지 못하다,Anger
미덥지 못한,Anger
미덥지 못한 행동을,Anger
미덥지 아니하고,Anger
미덥지 아니한,Anger
미덥지 않은,Anger
미띤,Sadness
미련이,Anger
미련이 남아,Anger
미련하거나,Anger
미련하고,Anger
미련하고 험상궃은,Anger
미련하다,Anger
미련하여,Anger
미련한,Anger
미련한 데가,Anger
미련한 사람을,Anger
미루거나,Sadness
미루다,Sadness
미루지 않고,Happiness
미묘하여,Happiness
미세함,Happiness
미소,Love
미소를 보냄을,Happiness
미숙하다,Sadness
미숙하여,Sadness
미숙한,Sadness
미안하게,Sadness
미안하고,Sadness
미안하고 딱하게,Anger
미안하고 딱하다,Anger
미안하다,Sadness
미안하여,Sadness
미안하여 어색하다,Anger
미안함,Sadness
미약하다,Sadness
미운,Anger
미운 듯한,Anger
미운 듯한 데가,Anger
미운 사람을,Anger
미운 얼굴이나,Anger
미운 짓을,Anger
미움을,Anger
미움을 받을,Anger
미움을 받을 만한,Anger
미워하고,Anger
미워하고 깎아내리려,Anger
미워하고 꺼림,Anger
미워하는,Anger
미워하는 감정,Anger
미워하는 기색,Anger
미워하는 마음,Anger
미워하는 생각이나,Anger
미워하다,Anger
미워할,Anger
미워함,Anger
미워함을,Anger
미워함을 이르는,Anger
미워해,Anger
미인,Love
미천한,Anger
미천한 사람을,Anger
미치겠다,Anger
미치지 못하게,Sadness
미치지 못함을,Sadness
미치지 못해,Sadness
미친,Anger
미친 사람처럼,Anger
미친 증세가,Anger
미친개의,Sadness
미칠 만하게,Sadness
미혹한,Anger
미혹한 마음,Anger
믿고,Happiness
믿고 의지하다,Happiness
믿다,Happiness
믿을 만하고,Love
믿을 수 없을 정도로,Happiness
믿음,Happiness
믿음성,Love
믿음성 있게,Love
믿음을,Happiness
믿음직스러운,Love
믿음직스러워,Love
믿음직스럽게,Love
믿음직스럽고,Love
믿음직스럽다,Love
믿음직하고,Love
믿음직할,Love
믿음직할 정도로,Love
믿지 못하는,Anger
믿지 못하다,Anger
믿지 못할,Anger
믿지 아니하거나,Anger
밀려나다,Sadness
밀려나지 않고,Neutral
밀린 사람,Sadness
밉게,Anger
밉게 노는,Anger
밉게 보이는,Anger
밉게 생긴,Anger
밉게 여기거나,Anger
밉게 여기는,Anger
밉다,Anger
밉살스러운,Anger
밉살스러운 데가,Anger
밉살스럽게,Anger
밉살스럽게 달라붙어,Anger
밉살스럽게 이리저리로,Anger
밉살스럽게 재깔이며,Anger
밉살스럽게 지껄이며,Anger
밉살스럽고,Anger
밉살스럽고 짓궃게,Anger
밋밋하다,Sadness
ㅂㅅ,Sadness
바닥이 훤하게,Neutral
바라거나,Neutral
바라거나 의지하다,Happiness
바라거나 탐내는,Neutral
바라는,Neutral
바라진,Sadness
바라진 상태,Sadness
바람을 피우며,Sadness
바람이 없고,Neutral
바람직스럽다,Love
바람직하다,Love
바람직한,Love
바래서,Sadness
바로잡다,Happiness
바로잡아 새로운,Happiness
바르거나,Love
바르거나 옳게,Love
바르게,Love
바르게 고치다,Happiness
바르게 만들다,Happiness
바르고,Love
바르고 곧게,Love
바르고 곧다,Love
바르다,Love
바르며,Love
바르며 상냥하게,Love
바르며 상냥하다,Love
바르지 못하고,Sadness
바르지 못하다,Sadness
바르지 못한,Sadness
바르지 못함,Sadness
바르지 아니하고,Sadness
바른,Love
바른 도리,Love
바른 말이나,Love
바른 일과,Love
바른 정치,Love
바른 정치로,Happiness
바른 지혜로써,Love
바를 이루어,Love
바보,Anger
바보같이,Sadness
바보같이 웃는,Sadness
바쁘게,Sadness
바스러질 정도로,Sadness
바이러스,Sadness
바지직대다,Sadness
바짝 재촉하다,Sadness
박복함,Neutral
박약,Sadness
박탈되고,Anger
박탈되어,Anger
박탈하고,Anger
박탈하다,Anger
박탈하여,Anger
박할,Anger
박할하다,Anger
반가운,Love
반가운 비,Love
반갑다,Love
반기다,Love
반기지 않는,Anger
반대하거나,Anger
반대하다,Anger
반드러운,Love
반드러운 모양,Love
반드럽게,Love
반드럽다,Love
반드르르하다,Love
반들반들,Happiness
반들반들 윤기가,Happiness
반들반들하다,Happiness
반듯하게,Happiness
반듯하고,Happiness
반듯하고 의젓한,Love
반란,Anger
반반하게,Anger
반반하게 생긴,Anger
반발하다,Anger
반벙어리처럼,Sadness
반성하고,Happiness
